Locutor,text,Sarcasmo,Utsumi,hipérbole,Haverkate,Grice,Nakamura,Acto de habla
randy,"Papá, no deberías gastar el dinero de tu jubilación en frivolidades. Deberías guardarlo para cuando te mueras y ese dinero es nuestro",FALSE,,FALSE,,,,
lana,Aún así mentiste cuando me dijiste que no ibas a beber,FALSE,,FALSE,,,,
criminal,"De mi primo, la que me diste no daba pego, y pensé que con una de verdad me metería más en el papel",FALSE,,FALSE,,,,
archer,Te lo dije,FALSE,,FALSE,,,,
cartman,Y ese brazaleta de tanzanita nueve noventa y cinco,FALSE,,FALSE,,,,
randy,"Perdón, perdón, momento, no debo ser sarcástico. Volveré a intentar. Escuchen todos, si permiten que sus hijos jueguen a sarcasmobol, son unos genios.",TRUE,insinceridad,FALSE,distinto,calidad,,"expresivo,representativo"
lana,Hablemos de esto luego,FALSE,,FALSE,,,,
malory,"Idiota, todavía no come sólidos!",FALSE,,FALSE,,,,
archer,No,FALSE,,FALSE,,,,
criminal,Eso es muy cañero,FALSE,,FALSE,,,,
animador,Y con eso los Browns están listos para batir el balón contra los Broncos,FALSE,,FALSE,,,,
criminal,Yo creo que lo he bordado,FALSE,,FALSE,,,,
stan,De qué estás hablando?,FALSE,,FALSE,,,,
slater,"Bueno, no vamos a poner un par de novatos sin experiencia en la lineación inicial de la amenaza…",FALSE,,FALSE,,,,
kyle,No podemos,FALSE,,FALSE,,,,
archer,"Oh, por favor, sabemos que es Buenos Aires",FALSE,,FALSE,,,,
criminal,Se ha ido?,FALSE,,FALSE,,,,
dependiente de oro,"Bien, ocho dólares",FALSE,,FALSE,,,,
animador,"Bienvenidos a Rome, donde hablamos de sarcasmobol. No puedo esperar. No puedo esperar para hablar de sarcasmobol porque es tan interesante. Me acompaña el entrenador de los Broncos de Denver e inventor de sarcasmobol, Randy Marsh. Gracias por estar aquí Randy, estoy feliz de que estés en el programa.",TRUE,insinceridad,FALSE,distinto,"claidad,cantidad",,"representativo,expresivo"
cheryl,"Vuélvete a Canadá, Ben Jhonsson!",FALSE,,FALSE,,,,
malory,"Lo sabía, en el fondo de mi corazón, sabía que era de los buenos",TRUE,insinceridad,TRUE,contrario,calidad,,expresivo
pam,Pues si no vamos a jugar al poker,FALSE,,FALSE,,,,
slater,Porque pusiste en pelígro su misión,FALSE,,FALSE,,,,
slater,Esperé que ya haya pasado. Creía que iban a reformar este sitio,FALSE,,FALSE,,,,
niño,"Hola, cuánto me ofrecerías por esto?",FALSE,,FALSE,,,,
cyril,No es el sueño improvisable?,FALSE,,FALSE,,,,
cheryl,Mal y en exceso,FALSE,,FALSE,,,,
malory,"Krieger, andabamos allí cuando fui a buscar hielo. Vamos al laboratorio de ese monstruo",FALSE,,FALSE,,,,
lana,"Porque estaré sin móvil, así que si ves que no eres capaz de ",FALSE,,FALSE,,,,
conway,Mentía. es mi verdadero nombre,FALSE,,FALSE,,,,
ray,Pero bueno,FALSE,,FALSE,,,,
krieger,"No, esperad, el osíto está por aquí, o estaba. Os juro que… ¿Osíto?",FALSE,,FALSE,,,,
butters,"¿Y creemos que North va a llevarse la victoria solo porque son más amables que nosotros? La amabilidad, la llevamos adentro. Cuando el enémigo sea amable, nosotros le devolvemos la amabilidad. Si nos dan dos calvos, les damos tres.",FALSE,,FALSE,,,,
archer,Chúpamela,FALSE,,FALSE,,,,
madre de stan,"¿Cómo se soluciona, doctor?",FALSE,,FALSE,,,,
abuelo,"Ves eso, Villy? Es una esmeralda en oro de cuatorce quilates. Crees que le gustaría algo así a tu hermanita?",FALSE,,FALSE,,,,
randy,¡Boom! ¿Vieron ese golpe?,FALSE,,FALSE,,,,
pam,Cago en la leche,FALSE,,FALSE,,,,
mr. mackey,¿Y a los alumnos les gustará eso?,FALSE,,FALSE,,,,
médico,¿Sabe qué? Tengo un paciente de cincuenta años con alzheimer esperándome que no recuerda ni a su familia. Olvidémonos de él y concentrémonos en los supuestos efectos del sarcasmobol en el cerebro,TRUE,insinceridad,TRUE,distinto,calidad,norma,"directivo,representativo"
kyle,Eso cuesta tanto?,FALSE,,FALSE,,,,
lana,"No se compra, hombre, se",FALSE,,FALSE,,,,
conway,Horatio Kane,FALSE,,FALSE,,,,
dependiente de oro,"Qué buen ojo! Es muy listo! Se aprovecha de mí, le gusta joder a mujeres asiáticas?",FALSE,,FALSE,,,,
archer,"Yo qué sé, digo yo qué será",FALSE,,FALSE,,,,
sujeto de comprar oro 2,"Lo han entendido mal. Las joyas que venden en eso canales ni siquiera son las nuestras. Son de la India, del mismo lugar de qué proviene sus refranes",FALSE,,FALSE,,,,
vivian,Oooo... Me llamo Vivian,FALSE,,FALSE,,,,
conway,¿De dónde? ¿Del coño de tu madre?,TRUE,alusión,TRUE,distinto,"manera,calidad,relevancia",expectación,representativo
stan,"Ah, sí esto podría funcionar",FALSE,,FALSE,,,,
